UID,mean.annual.flow,basin.area,max.basin.elevation,mean.basin.elevation,min.basin.elevation,range.basin.elevation,pct.ISC,tmax.annual,tmin.annual,pct.ag,pct.urb,pct.for
14053,0.02499,0.771,1945,1931.25,1914.22,30.775,0,18.22,2.93,0,0,84.481
14054,,,,,,,,,,,,
14055,696.56724,1606.395,1365.37,482.988,84.493,1280.88,0.959,23.33,7.56,4.335,6.377,33.982
14056,1392.35682,606.367,1913.86,903.014,108.043,1805.81,0.083,18.92,5.72,0,2.688,89.816
14057,3637.82198,1584.615,1913.86,768.459,25.977,1887.88,0.174,18.36,6.81,0.009,2.999,73.294
14058,2058.58494,3959.403,3168.65,2193.78,1194.16,1974.49,0.032,14.77,-0.83,0.012,0.031,57.875
14059,18570.95164,70589.913,359.235,205.494,112.114,247.121,4.673,18.53,6.42,70.5,14.147,10.793
14060,,,,,,,,,,,,
14063,187190.9068,1828357.007,4346.8,805.232,37.025,4309.78,0.97,19.99,8.58,38.618,4.498,11.877
14064,65487.01279,306662.229,647.265,330.758,134.68,512.586,1.47,16.84,5.8,54.844,7.082,21.399
14067,45152.46602,213006.989,647.265,356.149,176.753,470.512,1.253,14.72,3.17,45.459,6.295,27.821
14068,185405.7833,1824238.759,4346.8,806.686,95.29,4251.51,0.97,19.89,7.92,38.625,4.496,11.784
14078,83.37899,4589.218,63.363,30.111,10.292,53.07,0.365,24.46,12.24,77.138,4.596,1.598
14080,0,,,,,,0,25.14,13.86,,,
14085,31.69391,50.049,135.456,91.383,53.055,82.401,0.144,25.12,12.92,5.282,4.057,70.214
14088,56.92645,137.672,91.749,48.61,24.1,67.649,0.392,24.98,12.78,1.371,2.782,63.653
14089,,,,,,,,,,,,
14090,34.56366,135.74,324.717,258.31,225.987,98.73,0.32,13.66,1.36,0.518,5.225,66.881
14091,8.85896,33.039,316.577,262.858,240.681,75.896,0.532,14.08,2.93,53.26,4.704,28.144
14093,96.31852,325.445,416.853,296.871,213.911,202.942,0.453,13.23,1.73,4.759,4.545,66.3
14094,13.33278,36.602,265.016,251.777,230.703,34.313,0.895,12.99,0.42,51.41,4.257,20.947
14095,17.00896,40.034,430.894,391.919,359.79,71.104,0.415,10.63,-2.64,11.96,3.035,54.632
14097,,,,,,,,,,,,
14098,63.04992,235.64,253.28,200.46,177.619,75.661,51.428,14.18,4.8,0.025,99.269,0.501
14100,235.46334,905.518,425.803,296.666,202.216,223.587,0.48,13.74,1.21,5.463,4.91,68.875
14101,4.74322,11.074,431.522,364.686,299.484,132.038,1.035,12.58,0.09,4.969,5.646,69.92
14102,3.38289,7.565,530.736,508.328,496.619,34.117,0.046,10.43,-1.77,0,2.07,52.498
14103,19.89535,55.792,299.957,226.488,185.204,114.753,0.479,11.43,1.92,16.815,4.077,38.3
14104,1.72954,1.264,194.027,188.654,185.361,8.666,2.729,14.33,3.95,33.736,9.872,48.295
14105,299.27382,833.868,470.036,286.825,204.141,265.895,1.63,13.35,1.54,16.264,9.266,43.935
14106,2.21725,7.079,203.646,194.654,185.818,17.828,10.924,13.27,4.21,11.695,30.669,32.337
14107,0.99016,1.969,284.754,268.154,255.875,28.879,17.167,14.37,3.7,0,96.801,2.285
14108,2.38473,3.325,269.965,238.715,211.973,57.992,0.254,10.99,0.15,0,2.598,97.187
14109,1.38065,1.067,330.763,319.007,288.232,42.53,1.229,11.09,-2.01,12.395,7.251,80.101
14112,0.49066,1.09,267.728,253.847,242.71,25.018,0.358,13.12,2.03,91.908,2.064,6.028
14114,3.87328,8.591,584.937,558.642,544.068,40.869,0.2,10.12,-2.05,0,1.865,54.139
14116,8.56586,17.244,238.269,218.664,208.899,29.37,0.569,11.15,-0.38,11.278,3.605,36.111
14117,,,,,,,,,,,,
14118,,,,,,,,,,,,
14119,1.25993,1.484,86.218,79.992,68.015,18.203,7.375,24.65,10.9,25.288,36.628,8.43
14120,5.45326,21782.376,216.159,86.627,-6.004,222.163,0.886,24.62,14.51,10.234,5.667,51.064
14121,13.32111,24.554,187.424,135.028,112.788,74.636,0.2,24.39,10.98,4.56,2.173,64.057
14122,169.18116,317.866,219.842,153.525,117.999,101.843,0.209,23.75,10.26,6.922,3.673,57.238
14123,56.16888,109.648,121.981,68.846,36.435,85.546,0.357,24.31,11.57,25.244,4.161,48.379
14124,94.70654,187.837,193.696,132.399,82.485,111.211,0.46,24.48,11.09,7.972,4.527,62.104
14125,3.34801,3.572,286.489,272.163,257.598,28.89,0.132,10.97,-0.73,0,1.764,49.358
14126,,,,,,,,,,,,
14127,1.49885,1.991,9.042,5.494,1.414,7.627,0.864,19.71,7.98,55.516,6.51,22.559
14128,,,,,,,,,,,,
14130,1277.89256,3386.245,592.072,439.778,334.512,257.56,0.779,10.4,-2.53,3.766,3.868,34.908
14131,732.90736,1749.949,609.843,471.038,395.998,213.845,0.184,10.22,-2.59,0.583,1.91,41.713
14132,2.45645,16381.142,537.95,335.221,206.17,331.78,0.509,13.22,1.57,18.348,4.546,47.327
14133,8977.88078,50316.659,582.194,379.938,208.506,373.688,1.519,13.19,1.91,34.271,6.065,29.293
14134,20523.17477,214041.199,3431.72,1299.55,306.378,3125.34,0.318,14.14,-1.38,18.015,1.133,13.327
14135,42.03204,65.977,673.478,406.797,282.796,390.682,0.253,13.49,1.21,2.041,2.989,80.643
14136,,,,,,,,,,,,
14138,,,,,,,,,,,,
14139,88.6696,149.396,411.985,187.567,65.222,346.764,1.913,14.26,1.12,4.314,9.106,72.149
14140,4.63112,6.465,278.671,153.406,109.948,168.723,0.551,14.44,1.99,1.601,5.682,85.016
14141,51.52098,58.989,1743.88,650.909,287.15,1456.73,0.693,11.91,-0.8,0.063,3.296,91.666
1417,103.79159,1291.018,393.758,277.212,169.365,224.393,0.875,24.5,12.26,17.787,5.923,14.978
14171,3.25975,100.027,2352.19,1910.06,1393.59,958.606,0.113,22.44,3.49,0,0.455,95.363
14173,23.66023,2706.006,2188.2,1241.5,495.228,1692.98,0.193,29.01,10.48,0.584,0.628,11.991
14174,1.01789,85.258,2965.66,2766.44,2643.05,322.604,0.248,13.93,-2.67,0,0.805,28.516
14175,0.56907,20.683,2783.53,2541.13,2342.2,441.324,0.161,16.27,-2.29,0,0,98.161
14180,33854.46768,448023.044,4359.83,1921.19,72.702,4287.13,0.393,31.08,14.71,1.869,1.044,25.127
14210,393.0029,12360.912,3232.62,1567.08,515.958,2716.66,0.373,27.72,9.44,0.596,1.346,28.259
14211,,,,,,,,,,,,
14212,45.14346,5465.204,2694.89,1649.65,1246.07,1448.83,0.562,23.71,5.27,0.242,2.118,25.751
14213,0.0949,11082.218,3842.41,1687.87,918.728,2923.69,0.6,26.53,7.35,0.156,2.317,40.468
14214,11.17966,1959.997,2683.87,1960.65,1669.29,1014.58,0.609,20.91,2.65,0.96,3.152,48.827
14215,,,,,,,,,,,,
14216,59.54,145.596,3990.48,3351.73,2641.74,1348.74,0.016,12.03,-6.88,0,0,64.391
14217,220.43712,1246.6,3644.44,2907.39,2071.26,1573.19,0.084,14.16,-2.99,1.229,0.274,71.955
14218,5.22714,54.955,3596.08,3026.53,2616.68,979.402,0.268,12.56,-2.31,0.007,0.817,87.689
14219,,,,,,,,,,,,
14220,,,,,,,,,,,,
14221,1118.61066,2398.776,140.006,72.188,45.213,94.793,0.652,22.16,10.6,74.946,5.504,7.276
14225,3588.612,9609.349,601.293,415.927,201.856,399.437,0.424,12.16,-0.58,3.011,3.64,56.948
14226,33603.09457,421899.188,4359.83,1990.36,146.285,4213.55,0.389,30.78,14.73,1.869,1.019,26.294
14227,,,,,,,,,,,,
14228,4.5918,7.331,103.357,60.751,47.006,56.351,1.29,17.39,5.47,26.559,11.69,48.907
14229,1.17428,0.212,189.588,127.276,109.022,80.566,38.597,16,4.07,0,80.932,13.559
14230,2374.80163,11191.501,4361.18,2873.9,2272.35,2088.84,0.445,15.43,-4.04,7.681,1.438,37.699
14231,351.60006,4497.906,4254.58,2102.8,1464.37,2790.22,0.229,20.22,2.84,1.754,0.771,35.242
14232,0.80677,0.602,3490.3,3212.56,2932.22,558.084,0,6.69,-6.02,0,0,78.177
14234,71.85501,112.954,1023.91,518.735,232.189,791.725,0.635,12.16,-0.65,2.381,4.407,90.84
14235,,,,,,,,,,,,
14237,161.59769,305.458,2127.36,1264.04,541.946,1585.41,0.98,15.55,2.04,2.627,4.129,45.362
14238,1760.18667,498.966,1847.92,620.395,70.917,1777,0.38,14.99,5.28,0.151,2.323,84.666
14239,7007.90392,3474.561,2760.1,1358.28,105.939,2654.17,0.146,14.92,5.03,0.002,0.382,44.354
14240,2431.18653,1587.183,2740.98,1269.5,514.654,2226.32,0.549,14.82,1.62,0.236,1.913,68.951
14241,59227.90538,104093.357,1479.84,411.111,161.842,1318,2.086,18.79,5.26,22.51,10.505,62.498
14242,59426.43214,104565.49,1479.84,410.269,159.692,1320.15,2.081,18.71,5.17,22.498,10.494,62.527
14243,44541.8693,70633.663,1479.84,461.976,175.173,1304.67,2.185,18.02,5.42,18.651,10.578,65.604
14244,,,,,,,,,,,,
14245,41866.37562,65470.075,1479.84,473.205,187.702,1292.14,2.309,17.39,5.22,19.349,10.886,64.366
14246,5.56693,10.338,12.33,11.381,10.434,1.896,0.372,19.3,7.9,32.637,2.69,2.907
14247,7.70754,13.91,136.833,99.334,24.391,112.441,15.315,17.6,7.73,0.181,74.89,24.055
14248,3.10826,4.973,17.449,14.898,13.457,3.992,0.934,19.09,7.61,44.398,6.09,10.409
14249,33.97604,1086.931,512.989,428.577,265.93,247.06,0.371,10.49,-1.7,74.589,4.48,1.007
14250,32.56675,1042.672,512.989,434.284,286.728,226.261,0.37,10.45,-1.83,74.089,4.433,0.966
14251,120.07221,20248.112,1449.45,960.452,623.501,825.948,0.251,13.54,-1.16,12.142,0.954,3.653
14252,51.63779,9564.402,1449.45,1069.73,860.543,588.905,0.224,13.79,-0.77,3.864,0.284,3.04
14253,132.34492,22241.494,1449.45,939.098,577.483,871.965,0.245,12.76,-1.53,11.929,0.924,5.029
14254,55.20939,58.157,1049.52,266.739,127.867,921.653,1.261,13.43,0.45,0.585,8.235,80.19
14255,74.8564,13116.752,1449.45,1035.19,774.645,674.803,0.227,13.45,-0.93,5.724,0.474,2.892
14256,7.07759,1339.151,1101,908.355,820.279,280.721,0.393,13.55,-0.77,34.224,3.251,0.743
14261,22.43264,30.708,1203.42,643.672,386.619,816.798,1.365,11.18,-1,0.958,9.133,80.81
14262,,,,,,,,,,,,
14263,,,,,,,,,,,,
14264,0.98822,2.065,82.075,71.695,63.926,18.149,1.034,23.23,10.29,0,4.447,93.243
14265,18.31522,31.152,220.83,163.119,85.581,135.249,0.336,23.14,10.05,0.046,4.846,83.024
14266,40.50665,116.824,313.214,253.409,196.066,117.148,0.291,21.34,7.32,38.717,3.64,54.386
14267,4310.54839,10776.4,540.015,134.225,59.988,480.027,0.805,21.87,10.34,61.375,6.006,26.424
14268,6.35615,8.505,69.299,66.246,64.053,5.246,0.226,22.02,10.15,71.986,8.403,7.461
14269,241.09126,428.581,365.564,227.647,122.074,243.49,0.663,22.15,9.28,37.609,4.29,54.655
14270,6501.70098,18960.383,540.016,233.89,69.689,470.327,0.426,21.62,9.18,24.048,4.12,67.199
14271,1136.48072,16858.938,540.015,111.312,41.544,498.47,0.823,22.17,10.62,67.739,6.152,19.099
14272,21142.36977,57993.257,782.477,281.256,50.024,732.453,0.767,22.32,10.66,27.621,4.968,61.878
14273,22375.92017,147139.309,1515.59,468.129,49.37,1466.22,0.622,24.21,11.14,26.145,4.696,17.235
14274,1691.79843,4595.381,540.016,223.446,78.936,461.08,0.464,21.33,9.07,21.12,4.245,68.32
14275,9532.39805,25870.317,782.477,363.243,91.448,691.029,1.035,21.79,7.47,27.863,5.658,61.597
14276,38439.56586,382330.079,4411.51,920.032,116.276,4295.24,0.755,22.57,9.65,29.522,4.495,12.189
14277,1.07286,2.59,202.34,178.075,157.987,44.353,2.29,21.4,9.48,73.438,8.577,16.355
14278,1.82013,1.373,67.019,59.248,48.886,18.133,3.725,23.8,10.63,7.41,8.065,44.984
14279,35.39383,74.812,722.694,516.203,337.562,385.133,0.234,21.09,8.08,2.553,3.644,92.578
14280,0.68259,1.337,88.861,68.972,51.762,37.099,0.338,23.8,10.73,0,1.615,81.225
14281,0,,,,,,0,23.6,11.42,,,
14283,1.17054,1.855,94.459,80.752,66.944,27.515,1.151,23.25,10.13,3.057,5.919,76.128
14284,5.76953,14.044,99.926,68.625,49.37,50.556,0.441,23.96,10.91,4.979,3.448,46.328
14285,2.75877,1.921,70.124,68.375,67.076,3.048,3.932,21.82,10.39,81.443,17.198,0.328
14286,6.66444,16.872,188.719,151.423,100.739,87.98,0.297,21.78,8.98,30.074,2.792,61.744
14287,38.46937,84.575,48.767,43.596,38.026,10.74,1.181,23.28,11.23,86.976,7.44,1.304
14288,5.98475,12.09,62.42,54.475,51.765,10.655,0.085,22.89,11.05,84.721,5.975,1.073
14289,3.10246,3.448,152.093,110.844,86.96,65.133,1.294,21.34,9.5,44.27,9.945,42.835
14290,0.65875,1.798,404.322,395.586,370.969,33.353,2.276,20.42,7.65,69.469,12.963,17.117
14291,3.8111,6.373,294.087,239.348,188.807,105.28,0.843,21.43,8.92,20.562,5.165,72.015
14292,11.46032,30.986,614.209,262.08,175.148,439.061,0.452,22.9,9.2,6.978,4.114,83.15
14293,31.58759,47.361,331.259,262.403,153.75,177.51,0.837,23.03,9.46,31.334,6.127,57.924
14294,0,,,,,,0,21.44,9.9,,,
14295,1.4641,2.879,227.143,141.646,116.337,110.806,9.828,22.68,9.25,33.854,32.166,31.354
14296,1.89127,2.011,153.091,137.905,122.751,30.34,1.026,22.42,9.18,58.55,6.625,29.364
14297,0,,,,,,0,23.97,10.96,,,
14298,0.87085,1.037,157.589,136.349,127.481,30.109,0.934,22.55,9.55,81.858,8.334,6.945
14299,1.21656,2.615,87.134,76.309,63.96,23.173,1.298,23.85,10.8,0,4.888,89.983
14300,2.10306,6.998,225.92,179.821,135.375,90.545,0.239,21.71,8.79,16.289,2.496,78.178
14315,158.75885,637.174,284.829,238.623,188.662,96.168,1.382,16.03,4.66,76.97,7.232,2.729
14316,167.18678,847.611,344.428,299.947,243.82,100.608,0.785,14.47,2.91,88.615,6.817,1.472
14317,202.47561,17433.877,633.966,491.119,339.466,294.5,0.939,15.43,2.65,78.574,6.629,0.944
14318,,,,,,,,,,,,
14319,1862.28079,8879.862,382.086,267.848,171.034,211.052,1.232,16.21,5.16,77.384,7.498,5.168
14320,45214.12527,213247.561,647.265,356.022,175.45,471.815,1.253,14.76,3.17,45.461,6.295,27.821
14321,279.37131,3536.988,591.554,463.736,384.319,207.235,0.791,13.02,1.56,82.262,5.947,1.193
14322,150.13225,761.151,344.428,303.169,256.037,88.391,0.751,14.52,3.06,89.322,6.801,1.184
14323,33902.94724,172474.943,647.265,356.615,183.06,464.205,1.306,14.5,2.86,46.403,6.372,26.14
14325,17.31228,1225.818,526.92,457.889,382.246,144.674,0.799,14.29,1.74,88.643,6.393,0.566
14326,62546.96027,293149.863,647.265,334.56,134.68,512.586,1.473,16.11,5.3,53.931,7.058,21.993
14327,1195.44329,4777.407,381.842,284.82,180.296,201.546,0.935,14.66,3.13,75.51,6.036,10.427
14328,188.03606,3992.129,530.87,440.769,378.099,152.772,0.998,13.9,1.79,81.807,6.62,1.171
14329,741.22138,3734.277,382.086,301.36,222.082,160.004,1.376,15.64,4.27,83.406,8.642,2.744
14330,353.24918,1665.887,424.441,358.695,265.965,158.476,0.916,13.72,2.33,79.89,6.667,5.75
14331,134.40196,2809.962,475.762,396.421,298.034,177.729,0.884,16.42,3.92,83.798,6.781,3.001
14332,,,,,,,,,,,,
14333,871.03807,4385.812,382.086,293.748,206.588,175.498,1.48,16.03,4.54,82.733,8.694,2.841
14334,5993.63344,36178.211,591.554,344.42,167.985,423.569,1.298,16.97,5.25,79.132,7.443,7.549
14335,949.75528,4493.585,427.611,315.599,220.757,206.854,1.207,14.83,3.36,80.37,7.514,3.851
14336,114.73099,461.772,284.829,245.244,199.808,85.021,1.444,15.84,4.47,76.381,7.296,2.644
14337,127646.082,244577.568,1744.98,395.557,114.154,1630.82,2.202,19.51,6.7,27.134,10.05,58.011
14338,181687.3481,370822.435,1744.98,329.722,76.219,1668.76,1.997,19.63,8.1,38.394,9.485,47.603
14339,179113.048,364731.08,1744.98,332.949,76.219,1668.76,2.016,19.37,7.75,38.231,9.549,47.735
14340,,,,,,,,,,,,
14341,287142.3895,526344.817,2035.38,346.901,68.349,1967.03,1.874,19.91,8.4,34.301,9.117,50.596
14342,131916.2411,251634.785,1744.98,389.824,96.145,1648.83,2.16,19.76,7.84,27.403,9.92,57.842
14343,,,,,,,,,,,,
14344,3.81675,251.831,724.849,693.463,664.743,60.106,0.341,17.25,3.18,89.664,3.307,0.018
14345,9.44227,233.853,501.123,414.593,351.414,149.709,0.691,16.65,3.96,83.007,4.703,1.24
14346,9.4484,1007.401,627.78,558.776,485.695,142.085,1.004,17.02,4.18,85.932,5.582,0.813
14347,,,,,,,,,,,,
14348,0.00483,148414.856,4346.8,1790.9,577.237,3769.57,0.868,17,3.73,16.744,3.473,10.925
14349,29.28163,699.122,501.123,410.649,339.906,161.217,0.75,16.65,3.96,75.408,5.222,2.542
14350,0.1757,28045.15,1860.58,962.251,390.475,1470.11,0.252,16,2.62,10.063,1.777,1.934
14351,13.8909,2548.354,680.457,605.057,503.743,176.715,0.781,17.27,4.04,73.347,5.073,0.836
14352,0.70742,228.318,497.447,474.757,432.445,65.001,0.474,17.2,4.4,88.926,4.53,1.675
14353,3.93397,1337.466,890.232,728.916,606.311,283.921,0.893,16.96,3.37,36.38,5.047,1.166
14354,3.12145,346.635,664.13,585.488,510.792,153.338,0.402,16.53,3.3,27.931,3.551,2.449
14355,11.99941,426.816,433.313,399.7,353.5,79.813,0.441,16.32,3.84,88.28,3.794,0.741
14356,8.83553,727.623,598.236,525.249,427.405,170.831,0.583,15.98,2.73,62.015,4.734,2.336
14357,46102.97318,800142.653,4209.2,1062.74,306.378,3902.82,0.343,16.16,3.79,23.125,1.904,8.072
14358,,,,,,,,,,,,
14359,9913.68248,148643.429,4346.8,1789.02,527.536,3819.27,0.869,16.94,3.95,16.776,3.478,10.908
14360,9900.15946,147557.835,4346.8,1797.48,642.66,3704.14,0.866,17.18,3.14,16.457,3.456,10.985
14361,1.37505,98.3,478.952,441.42,419.303,59.649,6.229,16.3,3.7,58.246,17.287,0.716
14362,1.5588,74.7,672.457,647.797,634.251,38.207,0.857,17.21,3.27,71.847,5.285,0.163
14363,8.55874,1614.556,909.01,743.331,630.014,278.996,0.813,16.81,2.59,26.573,4.805,1.296
14364,3.24548,396.683,640.557,566.578,497.028,143.529,0.549,16.14,2.98,76.726,4.539,0.817
14365,7.99711,835.13,581.608,522.378,447.938,133.669,0.606,17.62,4.5,74.807,5.229,0.887
14366,949.00613,36429.047,1306.72,809.427,447.368,859.352,0.323,16.56,3.5,14.473,2.065,0.977
14367,7.11086,962.517,570.738,518.663,460.102,110.636,0.411,16.66,3.83,88.443,4.248,1.084
14368,,,,,,,,,,,,
14369,14.80465,635.396,515.14,468.955,401.718,113.422,0.473,17.81,4.54,57.024,4.434,4.288
14370,19.52665,1342.047,746.974,644.043,488.702,258.273,0.451,16,2.49,34.388,4.732,0.657
14371,2.40805,33.062,386.992,366.298,328.784,58.208,0.307,16.64,4.2,87.341,3.591,2.401
14372,0,,,,,,0,16.95,0.47,,,
14373,7.11086,965.709,570.738,518.488,456.507,114.231,0.409,16.66,3.83,88.383,4.24,1.093
14374,0.27622,76.516,1000.44,951.552,872.03,128.407,0.032,18.32,2.41,44.059,1.423,0.061
14375,1.20314,112.731,542.095,518.248,496.24,45.855,0.244,17.15,4.31,87.946,3.812,0.405
14376,18.41497,2690.581,1373.11,1144.45,955.239,417.867,0.206,18.04,2.22,71.951,3.704,0.105
14377,2.58713,802.543,1132.43,1030.83,874.316,258.115,0.082,16.03,0.99,0.569,0.159,0.054
14378,1909.87567,1098.134,3144.66,1225.49,329.383,2815.28,0.043,17.81,4.04,0.011,0.737,83.521
14379,1898.07869,681.316,1551.31,683.158,32.607,1518.7,0.087,18.96,6.66,0.019,1.473,56.486
14380,912.3681,626.172,3114.1,1268.32,730.518,2383.58,0.143,15.72,0.86,0,0.871,66.732
14381,15013.02995,26078.964,3405.12,1212.11,153.031,3252.09,0.511,16.56,3.73,3.399,1.986,31.489
14382,1187.46292,1217.572,2771.86,1472.01,482.469,2289.4,0.097,17.29,3.72,0,0.71,87.676
14383,0.48697,15.343,723.614,661.172,617.819,105.796,0.446,22.81,7.92,16.139,5.561,1.543
14384,1022.69952,51957.951,1515.59,797.616,337.545,1178.04,0.404,24.3,9.91,28.49,4.069,1.795
14385,1.75672,10.089,354.497,324.297,297.269,57.228,2.726,23.31,9.49,28.602,11.518,9.492
14386,13.27123,41.295,289.294,255.07,236.501,52.793,0.595,20.92,8.1,88.967,5.656,4.094
14387,756.51272,35936.019,2649.18,934.29,304.242,2344.94,0.881,22.69,9.59,30.965,5.223,1.491
14388,262.53661,18205.689,2630.21,1227.61,646.913,1983.3,0.234,21.93,6.43,36.731,2.995,4.351
14389,66.80537,920.119,425.158,344.286,283.075,142.083,6.836,22.49,9.05,27.676,21.508,10.067
14390,53.26353,623.788,426.898,305.356,231.546,195.353,0.316,23.65,10.81,14.934,2.851,23.563
14391,20.80593,51.338,294.373,273.173,243.404,50.969,0.151,20.63,7.97,72.141,3.3,9.767
14392,4.9267,36.896,316.653,260.718,216.057,100.596,0.053,22.35,9.09,16.926,2.708,46.013
14415,1255.11463,41466.7,2630.21,837.468,264.114,2366.09,0.506,22.15,8.87,39.66,4.192,3.724
14416,317.2515,3969.012,609.863,430.766,312.266,297.597,0.346,21.66,8.56,61.145,4.422,1.68
14417,782.16235,34856.742,2630.21,929.908,322.029,2308.18,0.273,22.33,8.92,37.822,3.362,3.377
14418,4208.44806,20358.077,511.857,282.069,155.582,356.275,1.21,21.65,9.22,32.727,6.466,15.421
14419,,,,,,,,,,,,
14420,,,,,,,,,,,,
14421,17.27969,81.87,356.308,279.705,204.121,152.188,0.269,23.33,10.67,9.952,3.646,43.677
14422,1.15639,15.522,455.056,442.773,424.829,30.226,0.099,23.05,9.08,77.266,3.404,0.574
14423,1285.99525,59953.111,4167.21,1504.49,583.268,3583.94,0.26,21.9,7.42,4.301,1.26,9.273
14424,1276.31289,39382.981,2649.18,876.257,178.424,2470.76,0.893,22.34,9.74,30.375,5.412,4.49
14425,115.23028,4023.27,937.592,673.132,467.892,469.7,0.194,22.76,8.63,9.268,2.653,0.81
14426,0.08194,928.969,811.471,313.41,175.98,635.491,0.316,23.34,9.54,15.053,3.138,73.696
14427,990.39809,37758.151,2630.21,887.002,300.171,2330.04,0.297,22.23,8.94,39.649,3.514,3.301
14428,25.38162,595.426,744.735,453.346,396.393,348.343,0.406,23.77,9.42,42.444,5.71,3.393
14429,95.24686,5472.668,2649.18,1371.33,954.184,1695,0.215,21.37,5.19,15.981,2.381,0.964
14430,1475.09297,19382.831,937.592,444.332,190.24,747.351,0.493,23.35,10.75,25.708,4.729,11.205
14431,7476.82837,114644.063,1515.59,552.345,115.878,1399.71,0.529,23.84,10.67,25.63,4.525,9.108
14432,1396.15191,62262.394,4167.21,1471.13,468.077,3699.13,0.258,22.26,8.32,4.699,1.362,9.297
14433,715.94197,5660.881,410.023,273.439,180.618,229.405,1.551,22.31,9.3,14.577,8.179,38.824
14434,1604.19368,65415.333,4167.21,1422.64,341.5,3825.71,0.305,22.64,9.5,6.575,1.61,9.313
14435,1351.15732,61308.811,4167.21,1485.47,522.066,3645.14,0.257,22.11,7.88,4.391,1.311,9.219
14436,1766.33525,67244.416,4167.21,1393.12,261.304,3905.91,0.347,22.91,9.88,7.034,1.8,9.705
14437,2090.62671,70444.084,1515.59,692.216,240.592,1274.99,0.52,24.3,10.52,27.484,4.333,2.485
14438,10077.08905,120861.464,1515.59,535.149,108.231,1407.36,0.524,23.71,10.45,25.549,4.487,11.474
14439,21.93255,506.707,695.834,566.175,481.817,214.017,1.147,22.93,8.78,39.143,7.109,1.743
14440,1022.69952,51957.951,1515.59,797.616,337.545,1178.04,0.404,24.33,9.92,28.49,4.069,1.795
14441,568.87813,10836.96,740.989,456.244,292.725,448.264,0.324,21.76,8.61,38.932,3.93,1.185
14442,2031.0972,4701.644,811.683,238.526,116.277,695.406,0.545,22.94,9.41,23.855,4.273,62.331
14443,924.63884,14010.109,937.592,496.849,254.005,683.587,0.412,23.58,10.03,29.281,4.571,5.651
14444,92.67761,126.813,757.932,466.302,256.059,501.874,0.348,22.4,8.85,0,3.85,91.038
14445,2682.07715,15328.808,4361.18,2791.76,1852.19,2508.99,0.468,18.76,-0.04,6.064,1.254,36.04
14446,430.94343,5401.292,3880.96,2466.76,1792.65,2088.31,0.213,19.51,0.93,0.872,0.592,50.634
14447,417.07842,20498.731,3986.93,1645.21,1072.53,2914.4,0.172,24.61,6.13,1.117,0.789,13.293
14448,357.0925,15475.231,3986.93,1756.08,1189.02,2797.9,0.181,23.65,5.71,1.446,0.965,17.607
14458,4400.96122,8616.911,202.699,92.876,16.581,186.118,0.718,24.27,11.64,24.298,5.622,45.105
14489,1688.50884,66348.893,4167.21,1407.65,304.297,3862.91,0.347,23.04,9.58,6.834,1.772,9.382
14499,136.78526,3366.15,3854.41,2286.25,1728.02,2126.39,0.099,19.87,1.45,1.126,0.482,39.596
14500,4001.69229,37195.066,4361.18,2471.96,1463.83,2897.35,0.759,22.83,3.67,3.426,2.505,38.445
14501,,,,,,,,,,,,
14502,10.90103,860.819,2955.98,2380.65,1768.01,1187.97,0.069,20.53,3.12,0.099,1.052,72.04
14504,28834.1558,152015.441,647.265,360.841,183.06,464.205,1.343,13.64,1.9,46.417,6.485,24.9
14505,11.54006,1818.79,2867.42,2311.95,1873.8,993.611,0.075,20.69,1.12,0.001,0.217,51.62
14506,1954.20538,15041.285,4280.27,2280.84,1590.81,2689.45,0.407,20.02,2.84,2.612,0.946,36.406
14507,,,,,,,,,,,,
14508,395.04718,18626.963,3986.93,1687.67,1135.58,2851.34,0.172,24.14,5.59,1.221,0.833,14.628
14509,3889.8608,36034.994,4361.18,2499,1517.85,2843.33,0.469,22.38,3.85,3.176,1.731,39.579
14510,4821.40515,73403.529,4361.18,2186.66,1164.07,3197.11,0.542,25.77,8.54,2.263,1.75,28.428
14511,61.62638,4192.855,3620.14,1761.74,1061.43,2558.71,0.519,24.51,6.02,1.16,2.415,25.429
14512,21.18525,812.661,3275.99,2383.37,1788.4,1487.59,0.181,21.33,-0.16,0,0.522,79.7
14513,4072.61099,38684.512,4361.18,2443.47,1440.93,2920.25,0.759,24.02,4.07,3.491,2.534,37.392
14514,27.96144,1299.874,3317.71,2370.26,1689.47,1628.24,0.031,22.04,2.03,0,0.108,79.82
14515,1911.02182,13877.259,4280.27,2316.36,1642.62,2637.65,0.378,20.13,2.59,2.18,0.749,39.382
14516,335.59579,13223.504,3986.93,1818.66,1207.6,2779.33,0.189,23.54,5.65,0.25,0.751,20.602
14517,656.53262,46790.457,3986.93,1594.4,966.876,3020.05,0.203,25.54,8.05,1.221,0.928,12.565
14518,75.73485,5217.401,3317.71,2250.79,1380.83,1936.88,0.059,24.54,4.36,0.026,0.164,69.891
14519,300.2692,3406.771,3880.96,2509.95,1949.76,1931.2,0.24,17.85,-0.62,1.143,0.647,48.751
14520,4655.5319,66535.476,4361.18,2246.36,1295.64,3065.54,0.533,24.67,6.63,2.153,1.727,29.789
14521,23.83562,592.729,3774.45,2807.67,2241.15,1533.3,0.289,16,-2.02,0.67,1.345,65.271
