UID,mean.annual.flow,basin.area,max.basin.elevation,mean.basin.elevation,min.basin.elevation,range.basin.elevation,pct.ISC,tmax.annual,tmin.annual,pct.ag,pct.urb,pct.for
12212,6.74399,1242.227,1505.97,1296.87,1132.73,373.244,0.402,15.59,-0.92,1.651,0.907,1.924
12214,20.30853,5416.275,1713.51,1412.03,1130.61,582.896,0.154,16.37,-0.19,0.618,0.248,2.153
12215,0.22879,3.148,2501.25,2437.4,2376.49,124.755,0.226,11.04,-3.2,0,3.879,0
12216,0.70224,146.352,1521.07,1404.54,1299.79,221.28,0.082,15.87,-0.15,0,0,1.361
12217,476.86529,2343.369,3996.78,1837.82,1150.26,2846.52,0.315,15.27,-0.94,2.111,1.128,25.165
12218,444.8596,9881.476,3185.67,1726.68,1268.9,1916.77,0.352,15.31,-0.75,0.386,0.317,5.291
12219,1.32803,835.287,2103.17,1525.55,1239.45,863.726,0.254,14.89,-0.88,0.718,0.84,29.475
12224,511.87204,2575.477,3996.78,1781.5,1091.41,2905.37,0.299,15.88,-0.87,2.259,1.073,22.905
12228,1820.51759,7875.052,3941.38,2276.05,1369.8,2571.57,0.265,17.55,0.35,2.978,0.968,16.89
12229,26.0233,3544.959,2158.8,1429.05,1108.79,1050,0.318,16.34,0.18,0.239,0.849,21.96
12236,3.10569,8.536,2694.63,2577.24,2393.31,301.325,0.425,11.72,-2.6,0,0,51.424
12237,120.87845,992.935,2813.37,2219.04,2056.65,756.716,0.172,12.78,-3.25,0.298,0.156,2.794
12238,30.25927,4414.741,1934.84,1540.04,1254.78,680.055,0.111,15.83,-0.47,0.027,0.091,0.683
12239,16.56861,241.914,2006.37,1774.94,1483.89,522.48,0.454,15.52,-0.75,0,0,2.267
12241,11978.5658,46696.568,4359.83,2607.37,1310.6,3049.23,0.502,20.84,3.32,4.097,1.485,53.389
12242,13241.40084,62272.459,4359.83,2506.25,1227.04,3132.8,0.429,21.58,4.18,3.531,1.225,54.34
12243,0,,,,,,0,17.03,3.77,,,
12244,,,,,,,,,,,,
12245,3.2407,19.819,2513.08,2119.54,1916.3,596.782,0.224,16.38,2.15,0.454,2.254,84.008
12247,19.70042,196.721,3403.67,2484.96,1746.74,1656.93,0.112,17.76,2.39,0.185,0.568,66.107
12248,338.77987,6172.055,3542.21,2442.74,1790.68,1751.53,0.363,17.87,-0.47,1.645,1.814,53.669
12249,16.42409,65.425,4004,3379.94,2974.83,1029.17,0,8.98,-7.85,0,0,41.794
12250,11.89767,351.599,3159.01,2138.1,1232.77,1926.24,0.106,21.46,6.64,1.654,0.51,73.204
12251,72.89077,523.094,3383.51,2724.25,1850.72,1532.79,0.1,16.2,-0.28,0.217,1.106,79.272
12252,2.62176,18.392,2552.79,2222.62,1962.9,589.894,0.035,12.74,0.32,0,0,12.504
12253,6.1671,48.603,3174.01,2697.7,2314.69,859.326,0.017,14.06,-2.68,0,0.106,74.588
12254,2.24228,4.318,3174.6,2827.55,2443.78,730.828,0,11.04,-2.52,0,0,88.87
12255,20.40346,479.101,2928.13,2516.68,2278.42,649.709,0.201,14.28,-2.72,0,2.006,63.891
12256,454.66795,4213.569,3178.36,2108.32,1426.02,1752.34,0.341,19.41,1.67,3.11,1.432,35.299
12257,50.11521,677.672,2818.23,2179,1525.28,1292.95,0.075,14.67,-0.55,0.196,1.11,62.957
12258,10.64599,43.596,3951.45,3376.04,2882.27,1069.18,0.001,9.55,-7.06,0,0,43.828
12259,248.48692,4947.429,3542.8,2239.52,1319.14,2223.66,0.245,21.2,3.87,1.258,1.068,26.01
12260,187.06642,3090.104,3542.21,2508.28,1921.96,1620.25,0.228,17.06,-1.79,1.109,1.528,53.389
12262,0.82435,38.421,1301.2,946.507,780.841,520.357,1.519,25.89,8.79,0.103,4.744,0.426
12263,2.74968,48.554,2489.15,1996.17,1719.43,769.72,0.131,14.55,-0.88,0,0.996,3.138
12264,2.3802,10.375,2086.98,1953.64,1790.55,296.434,0.097,17.8,1.95,0.54,0.792,2.107
12266,21.14457,166.11,2759.62,2398.03,2001.09,758.523,0.082,12.41,-4.33,0.137,0.428,53.22
12267,5.33558,23.46,3018.38,2650.95,2402.43,615.956,0.031,10.63,-5.15,0,0.349,77.936
12274,,,,,,,,,,,,
12275,673.39096,28797.021,664.691,400.051,265.604,399.087,0.515,11.38,-0.57,68.505,4.725,5.143
12276,281.37034,750.479,402.15,294.843,175.159,226.991,10.47,15.09,5.1,21.577,42.249,29.178
12290,221.17105,513.723,1239.84,476.994,135.891,1103.95,0.575,20.15,6.8,17.325,6.093,76.163
12291,424.415,1055.602,1336.88,611.797,326.309,1010.57,2.657,18.68,5.54,33.09,9.112,57.463
12292,3433.5571,7927.167,1380.16,615.012,188.796,1191.36,0.681,20.41,6.8,11.99,5.277,81.82
12293,,,,,,,,,,,,
12294,2.19672,0.638,1058.46,928.756,853.35,205.114,0.353,15.47,5.28,0,20.028,79.971
12295,,,,,,,,,,,,
12296,2.47429,5.316,1183.97,847.391,644.097,539.868,0.051,17.31,4.82,0.931,0.897,97.851
12297,0,,,,,,0,18.85,5.14,,,
12300,0.47132,0.797,102.143,87.596,71.223,30.919,0,20.17,6.72,3.39,0,86.328
12302,397.22537,809.24,1235.48,780.427,491.021,744.459,0.252,18.38,5.19,20.469,2.717,76.084
12305,63.23175,128.058,1216.84,863.411,687.398,529.44,0.686,17.8,4.43,35.389,5.113,58.868
12306,178.04969,407.083,1331.28,814.827,503.928,827.352,0.18,18.15,4.12,14.366,4.627,80.871
12307,234.90883,478.556,1235.21,814.105,585.101,650.11,0.298,18.1,4.77,22.007,3.012,74.244
12308,2.55352,3.653,325.447,270.153,233.221,92.226,1.849,19.75,6.73,24.729,8.374,66.773
12320,699.30621,1228.603,1436.15,777.783,471.546,964.6,1.931,18.85,5.25,29.478,8.096,58.788
12324,49.24931,132.516,165.463,109.11,65.278,100.185,0.415,19.8,6.76,13.31,5.506,55.023
12331,3.57182,10.878,105.986,82.089,47.196,58.79,0.362,25.61,12.83,4.732,3.822,38.485
12332,,,,,,,,,,,,
12333,10.04437,40.373,109.737,87.07,66.356,43.381,4.085,26.13,13.21,70.109,13.733,4.06
12334,32.92045,415.327,541.815,439.709,335.04,206.775,0.136,24.92,11.53,6.598,3.98,9.452
12338,1.5731,7.772,186.303,161.54,145.885,40.418,0.36,25.4,12.46,72.001,3.809,3.856
12339,5.05635,53.486,555.059,419.067,299.063,255.996,0.044,25.86,12.39,0.138,0.128,45.448
12340,41.64753,119.45,120.886,73.545,34.141,86.745,0.802,25.61,12.77,2.363,6.052,31.289
12341,2.28869,3.728,36.583,33.597,30.336,6.247,43.847,25.92,14.56,0,92.709,6.011
12342,2.63538,54.661,344.525,291.34,229.888,114.637,0.187,23.72,10.83,8.794,3.381,26.164
12345,261.47296,431.008,1021.42,422.513,200.693,820.723,0.644,12.24,-0.62,9.668,4.235,80.12
12346,75.25579,93.306,652.635,249.673,116.606,536.029,0.472,11.98,0.94,13.107,3.297,79.41
12347,11096.06191,16197.824,1912.59,431.856,64.88,1847.71,0.965,14.8,2.09,6.34,4.725,81.023
12348,,,,,,,,,,,,
12349,341.34499,607.77,1150.62,543.583,174.309,976.309,0.246,12.89,0.05,2.879,2.813,91.769
12351,1619.18693,2725.771,1336.12,402.34,22.083,1314.03,1.709,12.6,1.93,9.815,6.91,78.936
12352,,,,,,,,,,,,
12353,885.01528,1575.768,1150.62,458.034,128.698,1021.92,0.704,13.21,-0.09,8.358,4.284,83.753
12354,1490.46777,2509.082,1336.12,421.234,78.879,1257.24,1.204,12.48,1.67,8.606,5.645,81.744
12355,1032.62512,1838.513,1150.62,440.621,97.408,1053.21,0.828,13.41,0.48,8.457,4.548,83.275
12356,1036.89294,1745.54,1237.24,422.814,122.726,1114.52,1.347,12.54,0.37,9.324,6.049,80.231
12357,735.93707,1043.856,1203.42,478.736,84.631,1118.79,0.508,14.26,1.53,4.128,3.837,89.001
12358,11.32634,13.049,1085.08,693.151,536.426,548.657,3.296,10.79,-1.15,5.138,11.076,72.432
12359,204.28654,155.351,2215.43,1194.92,553.803,1661.63,1.804,14.81,2.05,0,5.725,64.911
12360,25.97793,34.256,3745.91,1955.43,1030.57,2715.33,0,10.93,1.56,0,0,45.799
12361,157.82772,167.646,2358.13,1515.5,859.969,1498.16,0.143,12.6,-0.24,0,0.619,75.952
12362,8474.07004,13669.418,2485.82,896.207,146.363,2339.46,1.356,18.38,4.89,13.856,5.189,33.285
12365,62.2668,110.144,128.915,74.93,47.935,80.98,0.513,24.85,12.49,4.924,3.718,46.513
12368,,,,,,,,,,,,
12370,30083.60569,170810.314,1515.59,414.168,18.159,1497.43,0.792,25.07,12.5,24.484,5.07,21.821
12371,1706.86987,4211.308,127.821,53.318,18.018,109.804,1.426,24.35,11.67,27.668,5.757,34.66
12374,27587.2248,62826.004,816.023,76.639,-6.03,822.053,1.093,24.73,12.84,22.209,5.609,46.913
12375,27553.39634,163859.099,1515.59,429.066,33.152,1482.44,0.746,24.44,11.22,25.001,4.983,20.685
12377,2411.89383,8481.883,205.882,95.189,44.291,161.591,1.598,24.57,11.39,19.868,7.009,46.291
12381,31123.53479,173269.933,1515.59,409.055,11.608,1503.98,0.795,25.07,12.77,24.311,5.068,22.253
12382,1514.24737,4213.484,139.619,65.324,16.714,122.905,1.389,24.27,11.49,3.9,6.023,62.069
12384,406.30213,6469.113,63.363,27.862,6.728,56.634,0.343,24.53,12.37,74.329,4.501,2.083
12385,27649.52409,62953.715,816.023,76.513,-6.03,822.053,1.091,24.8,12.93,22.292,5.605,46.829
12387,28668.22807,167073.653,1515.59,421.944,24.649,1490.94,0.787,25.05,12.13,24.881,5.071,21.038
12390,123.8272,174.238,66.987,30.222,20.673,46.314,4.348,25.09,12.72,50.117,15.002,9.37
12398,3024.28818,5396.252,142.897,50.105,0.414,142.483,1.357,25.37,13.77,8.085,5.566,43.002
12402,,,,,,,,,,,,
12405,,,,,,,,,,,,
12406,8.84319,13.201,661.382,589.047,492.258,169.124,0.521,12.12,1.47,11.513,5.265,77.39
12407,,,,,,,,,,,,
12408,5.58978,9.165,599.82,469.563,351.921,247.9,0.693,14.13,2.25,0,4.518,93.823
12410,0.77669,0.736,208.49,183.194,159.906,48.584,0.242,16.87,5.5,89.854,5.012,5.134
12411,1310.62784,2437.543,798.74,548.871,177.3,621.44,0.207,15.33,2.83,9.529,1.904,83.337
12412,28.87229,45.851,662.028,437.396,240.357,421.671,8.965,14.92,2.93,11.565,32.303,51.918
12413,37.43494,67.208,544.168,409.28,249.953,294.215,0.38,14.4,2.29,45.809,4.951,47.237
12414,1010.52594,1879.39,798.74,563.211,194.287,604.453,0.199,15.14,2.39,9.344,1.828,83.048
12424,468.00589,1433.015,453.979,301.529,201.701,252.278,1.796,17.31,5.28,81.394,8.644,8.383
12426,37.03301,105.036,392.615,345.864,310.712,81.904,22.29,15.57,4.38,15.73,71.883,10.622
12427,1.26066,3.516,343.865,318.394,302.388,41.476,0.76,16.52,4.85,73.944,9.214,13.284
12428,85.23842,212.792,407.559,339.278,275.85,131.709,1.182,16.39,4.54,65.687,7.589,25.405
12435,,,,,,,,,,,,
12436,4303.22056,12566.882,460.156,334.351,216.387,243.769,3.099,16.5,4.49,43.888,14.025,38.473
12437,1.23612,2.721,407.536,374.19,354.937,52.598,0.571,13.86,2.89,17.641,4.758,62.802
12441,185.04299,566.144,453.979,313.862,268.133,185.846,1.693,16.77,5.06,81.702,8.158,8.61
12442,1097.6711,2950.521,411.753,297.068,178.121,233.631,1.221,17.63,5.12,69.237,6.32,21.113
12443,,,,,,,,,,,,
12444,891.66122,2881.408,432.251,334.278,262.847,169.404,7.566,16.19,4.37,41.479,28.047,25.863
12445,1596.65222,4430.275,370.18,285.891,146.127,224.053,4.041,18.01,6.04,56.965,17.246,23.457
12446,7640.8945,20798.103,460.156,316.694,173.972,286.184,2.384,17.98,5.17,39.897,11.963,44.316
12447,5902.07925,16754.483,457.04,283.528,149.697,307.343,3.645,18.77,5.64,58.349,12.84,25.574
12448,586.82073,2007.096,411.362,282.089,216.888,194.474,1.316,15.43,4.48,80.603,7.623,9.055
12449,612.48761,1577.047,433.732,325.77,258.899,174.833,3.688,16,3.77,38.005,15.101,36.179
12450,2243.38661,6742.769,469.204,313.32,213.168,256.036,3.768,17.24,5.71,72.674,15.993,8.568
12452,204.23801,549.863,442.878,369.691,298.607,144.271,0.96,15.73,3.64,60.685,7.497,30.087
12453,835.47891,2522.126,469.013,312.496,240.603,228.41,2.325,16.76,5.31,76.632,11.629,8.476
12454,153.74587,470.787,417.104,323.366,284.878,132.226,1.963,15.69,4.23,77.511,9.079,12.484
12465,28.56336,52.022,252.229,190.341,121.27,130.958,0.191,20.86,7.63,5.031,2.862,84.894
12466,1.11828,1.921,698.932,568.526,453.603,245.328,13.53,18.89,5.9,0,26.852,60.028
12467,,,,,,,,,,,,
12468,3.679,5.857,555.063,470.961,427.93,127.132,8.3,19.89,6.88,56.268,26.101,16.956
12469,,,,,,,,,,,,
12470,0.82326,1.069,1136.24,1028.76,917.693,218.551,0.031,16.53,5.17,2.609,2.104,94.697
12471,365.18372,350.387,1660.81,690.664,219.346,1441.46,0.203,20.84,7.74,3.708,2.705,91.769
12472,10112.95302,16273.155,1259.97,400.625,145.692,1114.28,1.322,20.75,7.15,13.713,6.97,69.817
12473,,,,,,,,,,,,
12474,8986.7719,11773.955,2035.38,764.853,262.779,1772.6,1.274,20.68,7.7,20.783,9.043,66.776
12475,,,,,,,,,,,,
12476,2785.55894,4378.449,421.749,255.053,147.339,274.41,1.474,21.19,7.57,44.831,8.274,40.988
12477,2.95598,1.036,534.725,362.351,273.795,260.93,0.532,20.52,7.48,0,12.511,66.117
12478,2837.83169,4402.529,2035.38,711.467,277.758,1757.62,0.955,20.47,7.14,31.507,6.687,59.188
12479,20686.6702,32794.933,1259.97,354.75,116.657,1143.31,1.631,21.05,8.29,21.076,8.048,62.04
12480,1.65498,1.513,589.495,350.311,298.389,291.106,0.294,20.52,7.44,19.453,5.889,74.122
12481,804.3871,1222.451,393.845,268.076,157.882,235.963,0.633,21.76,8.64,42.569,5.875,47.003
12482,1218.41663,1909.789,354.434,245.318,107.936,246.498,0.358,21.22,7.51,18.873,3.916,67.81
12483,10494.27225,13234.193,2035.38,737.922,244.181,1791.2,1.294,20.68,8.16,20.422,9.056,67.197
12484,0.3463,5346.928,421.749,250.376,110.758,310.99,1.261,21.58,7.26,39.534,7.396,47.102
12485,0.04701,37.34,349.629,234.29,183.167,166.461,0.658,21.17,7.78,37.156,6.341,50.808
12486,305.6857,473.976,914.21,432.549,321.837,592.372,0.903,20.39,7.12,53.596,6.495,37.358
12487,5.83486,1.987,528.536,480.398,421.037,107.499,1.254,19.32,5.62,39.674,9.737,17.889
12489,1.26433,3.019,3601.75,3283.47,3021.69,580.059,0,6.89,-6.5,0,0,43.317
12497,59.65225,33.818,1695.32,1166.98,670.782,1024.54,0.029,13.11,1.29,0,0.125,94.973
12498,385.0973,914.788,1847.22,904.534,354.943,1492.28,0.472,17.47,5.03,40.129,3.853,37.421
12499,84.29036,195533.636,3232.68,1303.94,324.079,2908.6,0.598,16.39,3.24,2.7,0.989,36.532
12500,2120.29534,3899.87,2710.17,1494.05,421.866,2288.31,0.573,15.34,1.53,0.276,1.686,51.126
12502,703251.0431,2952748.969,4411,691.085,2,4409,1.104,25.28,13.69,36.9,5.423,20.632
12503,704380.2298,2954655.702,4411,690.667,0,4411,1.104,25.51,13.94,36.886,5.423,20.642
12504,703604.4348,2953398.397,4411,690.944,1,4410,1.104,25.5,13.59,36.894,5.423,20.638
12505,704435.2755,2954745.566,4411,690.646,0,4411,1.104,25.61,14.88,36.884,5.423,20.641
12506,704199.0335,2954361.333,4411,690.735,0,4411,1.103,25.48,13.59,36.888,5.421,20.644
12507,704761.2516,2955285.343,4411,690.519,-2,4413,1.109,25.61,15.76,36.878,5.433,20.637
12508,704427.4873,2954732.846,4411,690.649,0,4411,1.104,25.68,14.39,36.884,5.423,20.641
12509,704837.5963,2955405.289,4411,690.49,-2,4413,1.11,25.7,15.53,36.876,5.435,20.636
12510,704412.2727,2954708.018,4411,690.655,0,4411,1.104,25.58,14.21,36.885,5.423,20.642
12512,704153.043,2954286.561,4411,690.752,1,4410,1.103,25.52,13.67,36.888,5.421,20.644
12513,704837.5963,2955405.289,4411,690.49,-2,4413,1.11,25.77,15.39,36.876,5.435,20.636
12514,704442.5785,2954757.373,4411,690.643,-1,4412,1.104,25.63,15.29,36.884,5.423,20.641
12515,704837.5963,2955405.289,4411,690.49,-2,4413,1.11,25.66,15.58,36.876,5.435,20.636
12516,704361.6958,2954625.447,4411,690.674,0,4411,1.104,25.49,13.82,36.886,5.423,20.642
12517,703225.9328,2952707.976,4411,691.094,2,4409,1.104,25.28,13.46,36.901,5.423,20.632
12525,704381.1775,2954657.255,4411,690.667,0,4411,1.104,25.51,13.99,36.886,5.423,20.642
12543,851.33817,1204.02,428.225,293.278,178.349,249.876,0.353,18.44,5.01,7.742,5.391,86.14
12545,815.07451,1650.041,1044.34,588.887,224.439,819.901,1.324,19.82,6.04,1.471,6.552,86.862
12546,1734.54781,1950.95,1481.16,659.84,229.239,1251.92,0.456,18.77,4.89,2.03,4.201,92.228
12547,,,,,,,,,,,,
12555,1595.43337,3284.004,1084.61,489.273,157.133,927.474,1.335,19.29,5.75,1.524,6.261,84.919
12556,14060.41813,23022.446,1744.98,774.447,172.166,1572.81,1.214,18.83,5.94,16.547,6.595,73.92
12557,19888.07635,31697.354,1744.98,677.334,157.34,1587.64,1.209,19.12,5.62,13.143,6.674,76.939
12558,272.62417,385.57,425.782,294.757,200.48,225.302,0.692,18.03,4.64,9.669,6.608,82.86
12568,5264.06749,6915.494,1450.55,516.867,238.966,1211.58,1.366,17.37,4.91,12.1,8.456,77.528
12569,493.46615,914.526,518.399,321.978,204.471,313.928,0.264,17.65,4.85,5.351,4.373,89.713
12570,392.18047,854.56,385.345,267.759,171.802,213.543,0.759,19.05,5.86,7.616,8.528,83.031
12571,1065.04758,2156.081,1044.34,558.258,201.083,843.256,1.239,19.75,6.06,1.244,6.109,85.413
12583,4129.16247,4361.365,1912.1,283.039,-5.267,1917.37,0.927,14.28,2.69,3.208,5.249,78.649
12596,4790.70382,8327.931,210.989,97.26,19.118,191.872,0.999,25.32,12.18,22.281,6.372,47.28
12710,16.13372,61.632,239.135,229.073,198.788,40.348,0.614,18.2,5.94,89.043,4.56,4.584
12711,,,,,,,,,,,,
12712,1.22689,9.534,356.14,318.754,268.364,87.776,0.166,17.72,5.42,75.226,4.576,17.524
12713,23.20545,213.573,369.097,293.837,224.548,144.548,0.711,19.57,6.81,40.29,5.39,51.454
12714,9.79049,77.757,304.713,258.465,223.999,80.714,0.185,18.81,6.27,59.29,4.478,32.844
12715,957.43395,2604.6,540.016,289.865,126.969,413.047,0.224,20.33,6.94,5.632,3.151,86.935
12716,0.25253,5.397,297.282,282.68,262.085,35.196,1.275,17.38,4.89,88.592,6.405,3.002
12717,15.10113,260.418,308.038,251.754,208.504,99.535,1.636,18.14,6.19,78.282,8.553,10.355
12718,21.23721,76.188,269.928,250.13,223.243,46.685,0.604,17.99,5.94,73.607,4.13,19.44
12719,1.05963,13.886,265.108,236.32,207.117,57.992,0.328,18.28,6.32,36.289,4.968,53.548
12720,0.07644,4.97,303.812,268.224,235.291,68.522,13.789,18.12,6.31,23.796,47.791,21.007
12721,0.03915,2.291,389.27,360.693,339.026,50.244,0.567,19.39,6.78,71.395,3.694,24.283
12733,113.9017,9401.332,3317.71,1956.42,1061.1,2256.61,0.169,26.38,7.29,0.331,0.353,47.021
12734,19.32491,1798.802,2401.83,1474.48,926.446,1475.38,0.77,25.42,9.14,0.077,2.999,23.839
12735,685.46195,81121.907,3317.71,1110.97,52.771,3264.94,1.361,30.97,14.83,3.268,3.774,15.893
12736,106.85901,8745.909,3317.71,1998.39,1104.8,2212.91,0.145,26.31,6.52,0.32,0.296,49.879
12737,271.09744,24831.543,3317.71,1792.44,850.599,2467.11,0.219,27.3,8.47,0.995,0.669,42.449
12738,106.73665,7067.54,3314,2067.78,1038.72,2275.28,0.158,26.58,7.83,0.017,0.503,69.473
12754,9.62972,42.494,223.976,207.046,166.845,57.131,0.472,16.73,5.4,37.404,5.012,53.48
12755,14.47513,158.538,376.954,347.987,307.093,69.861,0.603,16.47,4.45,84.466,4.731,8.166
12756,16.44654,253.372,374.527,341.13,289.987,84.54,0.671,16.35,4.14,73.803,4.457,18.113
12758,2.67069,13.017,464.395,441.671,402.768,61.627,0.024,18.95,6.13,8.159,0.968,1.092
12759,84.86875,5598.843,1677.47,1349.55,1020.05,657.424,0.166,18.86,2.55,51.967,3.461,0.056
12761,6.14521,58.66,394.411,350.5,308.795,85.616,0.378,18.45,5.93,68.342,3.894,12.39
12762,5.29781,43.106,364.352,326.942,262.943,101.409,0.273,18.51,6.7,64.477,3.451,27.598
12763,2.20927,6.748,188.23,157.189,108.786,79.444,0.252,20.74,7.49,1.162,2.403,91.415
12764,11.61375,90.558,370.266,311.721,227.349,142.917,0.168,19.55,5.61,11.87,3.04,83.202
12765,0.01295,10.265,1577.55,1479.73,1349.23,228.318,0.257,15.05,-0.18,0,0,53.871
12766,0.0931,29.278,1488.94,1404.24,1249.82,239.114,0.108,15.9,0.37,0,0,8.707
12768,9.64061,3519.753,1860.58,1461.34,1238.5,622.086,0.329,16.02,0.59,5.751,0.942,0.436
12788,19.18736,2722.069,1373.11,1142.65,948.233,424.873,0.205,17.99,2.13,71.229,3.679,0.104
12789,0.34384,41.902,451.396,432.82,399.32,52.076,0.488,17.75,4.7,54.064,4.827,4.018
12804,0.6942,57.009,739.317,686.25,633.878,105.44,0.236,12.3,-1.21,58.202,3.921,0.317
12805,0.1377,15.967,443.766,387.777,322.599,121.167,0.054,19.24,6.17,0,1.133,10.082
12820,10.75556,12.806,1610.11,1360.77,1017.8,592.303,0.089,12.43,0.58,0,0,19.166
12829,,,,,,,,,,,,
12830,28.77186,38.774,2556.02,2139.29,1918.49,637.534,0.03,9.27,-3.59,0,0,51.032
12831,,,,,,,,,,,,
12832,0.62282,4.616,2013.08,1836.01,1694.08,319.006,0,13.51,1.17,6.084,0,9.536
12833,11.67573,80.735,2631.48,2202.63,1737.38,894.09,0.107,14.53,-1.55,0,0,3.239
12834,2.66666,6.08,2574.71,2252.24,2012.02,562.692,0.186,10.12,-4.45,0,0,92.761
12836,0.77654,3.372,2355.27,2233.02,2039.64,315.625,0.455,10.55,-0.96,0,6.031,19.91
12838,6.91924,15.069,2647.93,2183.6,1707.97,939.96,0,12.32,-1.18,0,0,27.616
12839,9.10419,199.191,1911.23,1655.94,995.464,915.767,0.104,17.13,2.3,0,0,0.008
12840,0.94475,6.027,3145.97,2702.17,2317.99,827.98,0,8.74,-2.92,0,0,69.405
12841,7.53872,60.126,2293.47,1948.34,1731.23,562.246,0.23,14.73,-2,0.513,0,0.858
12842,10.703,13.535,2792.82,2299.25,2021.73,771.08,0.004,11.29,-0.04,0,0,79.516
12843,23.53701,123.329,2005.49,1550.38,1479.43,526.059,0.972,14.4,-1.48,34.736,4.076,1.467
12844,2.26041,2.339,2354.84,2089.36,1808.23,546.611,0,10.75,-2.04,0,0,27.934
12845,9.65102,822.046,1082.22,964.134,858.806,223.419,0.267,12.32,-1.83,34.564,0.996,0.01
12881,13.02896,89.719,1321.02,1222.26,1138.24,182.781,0.264,13.41,-1.33,55.181,1.518,0
12882,2.12034,303.961,737.648,651.647,552.261,185.387,0.167,12.51,-1.65,44.763,2.993,1.059
12883,0.80981,295.901,883.925,797.38,670.602,213.323,0.221,13.44,-1.26,46.26,4.026,0.002
12893,3.63139,2632.069,2873.89,1385.71,986.863,1887.03,0.479,27.33,8.37,0.43,2.008,8.022
12894,,,,,,,,,,,,
12895,15.77538,8837.319,2873.89,1208.21,570.682,2303.21,3.156,29.81,12.58,1.027,8.885,7.253
12896,2.94023,557.166,909.597,786.712,714.976,194.621,0.258,12.83,-1.08,78.41,4.014,0.073
12914,1.82422,327.212,858.177,739.97,642.509,215.669,0.234,12.59,-1.4,26.319,1.407,2.006
12915,283.03232,589.156,4342.73,2676.66,1560.71,2782.01,0.428,17.81,1.42,1.381,1.436,63.091
12952,1.78744,1.564,121.333,88.643,72.365,48.968,0.582,24.03,10.69,8.343,3.97,70.829
12953,1905.34481,3174.872,279.805,125.77,58.257,221.547,0.827,23.23,10.09,17.597,5.355,49.13
12954,1.8646,1.631,88.017,69.187,55.823,32.194,0.152,25.43,11.75,0,4.415,62.251
12955,0.71118,0.894,123.92,104.414,80.52,43.401,0.188,25.21,12.23,2.014,2.719,43.505
12988,,,,,,,,,,,,
12989,8.20305,969.625,2854.68,1909.71,1416.42,1438.27,0.154,23.18,4.19,0.001,0.459,68.521
12990,104.10924,6920.658,3314,2079.76,1079.22,2234.78,0.141,25.51,7.1,0.017,0.412,70.662
12991,7.77699,312.433,2862.76,2370.34,1847.15,1015.61,0.106,20.3,-0.23,0,0.386,96.859
12992,3.72217,2.696,578.45,507.95,479.468,98.983,0.807,19.37,8.38,37.062,5.242,50.617
12993,3244.90683,4788.284,640.931,292.524,157.882,483.049,0.943,21.89,9.02,42.103,6.519,44.613
12994,3357.96796,4960.099,640.931,290.872,157.882,483.049,0.918,21.93,9.09,41.713,6.432,45.083
12995,394.52126,767.057,321.399,144.607,42.191,279.208,4.701,17.43,6.97,34.819,22.828,32.818
12996,4.59647,8.437,217.789,191.185,176.442,41.346,2.542,17.42,5.77,72.359,11.205,15.892
12997,13.59251,3.011,304.638,298.198,289.971,14.667,0.544,16.8,5.38,76.479,4.812,18.709
12998,10.73159,12.475,286.784,275.535,252.083,34.701,0.304,16.36,4.89,88.28,4.428,5.202
12999,318.74635,899.417,307.99,263.596,229.934,78.056,1.417,15.48,4.29,78.234,8.289,10.745
13000,1.11715,2.156,253.696,247.402,240.708,12.988,0.026,16.4,4.59,96.578,0.835,2.379
13001,22.7179,58.716,371.441,339.463,302.563,68.879,0.362,15.77,4.45,85.525,5.499,8.235
13002,1.7188,3056.924,335.761,229.94,173.701,162.061,2.518,13.59,4.43,60.402,9.958,18.121
13003,49.7939,130.414,234.457,216.274,203.246,31.211,1.388,15.93,4.56,93.558,5.141,1.094
13004,943.31947,2821.853,146.228,83.591,41.704,104.525,1.463,24.29,11.28,5.38,6.24,67.807
13005,935.87555,4205.279,79.862,19.91,-0.441,80.304,3.36,25.05,14.58,42.653,12.312,10.014
13006,4.73734,2.064,133.965,107.66,87.198,46.767,0.205,24.86,11.98,0,1.483,69.297
13007,852.75013,1305.187,29.308,15.236,2.693,26.615,1.881,25.37,13.86,62.784,6.529,0.18
13008,88.11762,4424.357,127.821,52.048,14.278,113.544,1.507,24.45,11.74,27.355,6.279,34.633
13009,0,,,,,,0,25.28,14.01,,,
13010,7.4953,9.656,29.011,27.494,25.849,3.161,0.176,24.04,11.95,63.16,4.156,1.649
13011,72.00355,4387.726,127.821,52.296,15.423,112.398,1.456,24.43,11.75,27.48,6.072,34.751
13012,6.27078,12.362,17.546,15.232,13.235,4.311,0.181,24.79,12.87,92.697,2.847,2.221
13013,36.14518,107.964,116.766,85.775,54.638,62.129,0.659,24.57,11.32,8.436,4.789,61.982
13049,246.64642,538.062,779.089,490.742,240.249,538.841,0.166,21.69,8.71,3.729,3.114,91.839
13050,38849.19932,383157.852,4411.51,918.392,106.934,4304.58,0.76,22.54,9.47,29.522,4.512,12.241
13051,1.53009,1.896,191.87,128.957,111.159,80.711,0.402,22.49,9.17,49.027,2.421,36.165
13052,3.704,9.549,426.663,365.698,270.018,156.645,0.367,20.75,7.38,28.18,3.241,65.423
13053,11.79754,25.527,618.997,525.011,367.794,251.204,0.26,20.31,8.1,20.308,3.296,75.203
